contact,name,township,street,state,Category
" 01245196, 0930080732, 095138018, 01579589 [Res]",Shwe Hinthar,Pabedan,"69/A, 25th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
 09799478921,Shwe Kyal,North Okkalapa ,"Rm B/1/2, Thudhamar Rd., Plastic Factory Shop Room, Nga Ward,",Yangon Region,Equipment & Supplies
" 09254214453, 095092877, 09792679414, 09792679415",Shin Shin,Kamayut,"93/B, Baho Rd., Ward (3),",Yangon Region,Equipment & Supplies
 09254551313,Shwe Hinthar,Thaketa,"Rm 5, 7th Zay St., Corner of Myin Taw Thar Rd.,Ward (6-West),",Yangon Region,Equipment & Supplies
" 01709197, 095104750",Sein Hla,Botahtaung,"384, Strand Rd.,",Yangon Region,Equipment & Supplies
 09421157270,Sein La Chan,Thaketa,"Rm 4,Min Nandar Rd.,U.S.D.A Shop Room,Ah Naw Mar Ward (1)",Yangon Region,Equipment & Supplies
" 01540165, 0973161065",Sein Win [U] & Sons [Thiha],Tarmwe,"113, Kyauk Myaung St., Kyarr Kwet Thit Ward,",Yangon Region,Equipment & Supplies
" 01555060, 01555494, 0973112285, 09555970",Sein Myanmar,South Dagon,"721, Sittaung St., Industrial Zone(2),",Yangon Region,Equipment & Supplies
" 01571351, 01572322, 09797002203, 09797002204","Sein Diamond Paint Co.,Ltd.",South Okkalapa ,"34, Set Hmu 4th St., Industrial Zone,",Yangon Region,Equipment & Supplies
" 09261589437, 09261589438","Starseeker Co.,Ltd.",Pazundaung,"450, Lower Pazundaung Rd.,",Yangon Region,Equipment & Supplies
" 09260621165, 019692336","Standard Marketing Co.,Ltd.",North Okkalapa ,"Bldg G, Rm 38/39, Thiri Yadanar Retail/Wholesale Market,",Yangon Region,Equipment & Supplies
" 09260621165, 09799309839","Standard Marketing Co.,Ltd.",Mayangone,"12/B, Tharlar Waddy St., Ward (7),",Yangon Region,Equipment & Supplies
 098631068,Soe Moe Kyaw,Insein,"191, Hlaing River Rd., Pauk Taw Ward,",Yangon Region,Equipment & Supplies
" 098614244, 098618292, 095131047","Silk Brothers Int'l Co.,Ltd. [SBI]",North Dagon,"426, Bo Min Yaung Rd., Ward (35),",Yangon Region,Equipment & Supplies
" 01551643, 01551189, 095162913, 095408143",Shwe Nagar,Thaketa,"Rm B/4, Myin Taw Thar Rd., Construction Shop Room, Ward (5),",Yangon Region,Equipment & Supplies
 01383894,Shwe Moe,Mingalar Taung Nyunt,"8, Thein Phyu Zay St., Kan Daw Kalay (South) Ward,",Yangon Region,Equipment & Supplies
" 095107496, 0973259402",Shwe Toe,South Okkalapa ,"Rm 8, Thu Mingalar Rd., G.E.C Shop Room, Ward (10),",Yangon Region,Equipment & Supplies
" 01374047, 095083625, 0949262933",SP,Pabedan,"18/D, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 0931314236, 0973178229",Shwe Min Wun,Mingalardon,"8, Rm 2/3, Pyay Rd., Htauk Kyant, Htauk Kyant (North) Ward,",Yangon Region,Equipment & Supplies
" 01253242, 0931865537",TM Shine,Pabedan,"35/A, 28th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
 0973201691,Tin Latt [Ko],Pabedan,"85/E, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 01511127, 095016555, 0943316555",Taw Win,Sanchaung,"137, Bargayar Rd., Kyun Taw (South) Ward,",Yangon Region,Equipment & Supplies
 01614147~9,"TOA Paint Myanmar Co.,Ltd.",Shwe Pyi Thar,"42/120, Mahaw Gani St., Industrial Zone (1),",Yangon Region,Equipment & Supplies
" 012304025, 095125640, 01705594, 01706703, 095016551, 095140329",Thitsar,Sanchaung,"7, Aung Taw Mu St., Myae Ni Gone (South) Ward,",Yangon Region,Equipment & Supplies
" 01246410, 0973189640, 095106590",Tin Shwe [U],Pabedan,"32, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 098515202, 0973026245, 095503775",Super Marine,Pazundaung,"375, Lower Pazundaung Rd.,",Yangon Region,Equipment & Supplies
" 01246116, 01246591, 01253168 [Res]",Tate Sein [U],Pabedan,"70/71, 25th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 01540350, 0973039156, 095104601",Swan Arr,Tarmwe,"479/A, Kyaikkasan Rd., Tarmway Gyee (Kha) Ward,",Yangon Region,Equipment & Supplies
" 01377512, 01388214, 09420016326","Super Q All Seasons [General Paints & Chemicals Industries Co.,Ltd.]",Pabedan,"23/30, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 019000383~5, 01294950~51, 019000367~368, 01292822, 01200535","United Paint Group Co.,Ltd. [UPG]",Mingalar Taung Nyunt,"678, Mingalar Awba St., Ka Toh Seik Ward,",Yangon Region,Equipment & Supplies
" 01682179, 01682180 Ext.111, 01682181","United Paint Group Co.,Ltd. [UPG]",Hlaing Thar Yar,"190/B, Seikkanthar St., Industrial Zone (1),",Yangon Region,Equipment & Supplies
 018550340,"United Paint Group Co.,Ltd. [UPG]",Thingangyun,"147/A, Waiza Yan Tar Rd., 16/2 Ward,",Yangon Region,Equipment & Supplies
 09258231982,"United Paint Group Co.,Ltd. [UPG]",Ahlone,"357, Lower Kyee Myin Daing Rd., Saw Yan Paing (North) Ward,",Yangon Region,Equipment & Supplies
" 01243662, 0973098250","United Paint Group Co.,Ltd. [UPG]",Pabedan,"736/738, Merchant Rd.,",Yangon Region,Equipment & Supplies
" 01200535, 01299432","United Paint Group Co.,Ltd. [UPG]",Pazundaung,"174/188, 2nd Flr, Bo Myat Tun St., Shwe Gabar Tower (II) ,",Yangon Region,Equipment & Supplies
" 01682180, 01682181, 01682183","United Paint Group Co.,Ltd. [UPG]",Hlaing Thar Yar,"133, Seikkanthar St., Industrial Zone (1),",Yangon Region,Equipment & Supplies
" 095001178, 09250147341, 09440732838","Toe Tet Toe Co.,Ltd.",Mayangone,"64/A, Kyaik Waing Pagoda Rd., Ye Baw Haung Bus Stop, Ward (6),",Yangon Region,Equipment & Supplies
" 09250492259, 09795593204",Yaung Sin Tun,South Dagon,"254, Maung Makan Kan Thar Rd., Ward (18),",Yangon Region,Equipment & Supplies
" 0973005174, 09420257766",Yanant Thit,Thingangyun,"Than Thu Mar Rd., Corner of Waiza Yan Tar Rd., Thuwana/23 (Su Paung) Ward,",Yangon Region,Equipment & Supplies
" 01511742, 0973244362",Yuzana,Kyeemyin Daing,"408,Kyee Myin Daing Kannar Rd.,Thayet Taw (South) Ward",Yangon Region,Equipment & Supplies
" 095164242, 095059966, 01646727, 0949226688, 0973371155, 0949269339, 01655992, 01655924 Ext.12",Win Yadanar Aung,Insein,"121/122, Pyay Rd., Saw Bwar Gyi Gone Ward,",Yangon Region,Equipment & Supplies
" 01545784, 01400969, 0949331321",Win,Tarmwe,"48, West Race Course Rd., Tarmway Gyee (Kha) Ward,",Yangon Region,Equipment & Supplies
 01554601,"United Paint Group Co.,Ltd. [UPG]",Bahan,"Bldg 5,Rm 004,Shwe Gon Daing Rd.,Aung Chan Thar Housing",Yangon Region,Equipment & Supplies
 0973018825,Yaung Ni Oo,North Okkalapa ,"Bldg 88, Rm 002, Thudhamar Rd., Nga Ward,",Yangon Region,Equipment & Supplies
" 01400969, 01545784, 095128741, 0973117803",Win,Tarmwe,"87, 164th St., Tarmway Gyee (Kha) Ward,",Yangon Region,Equipment & Supplies
" 01242775 Ext.2073, 01383629, 095114648, 01250092 [Res]",Min Swe [U],Latha,"E Shed, Rm 8, G Flr, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 01240871, 09448533469, 01290706",Baby [Ma],Pabedan,"B Shed, Rm 400/401, Thein Gyi Market,",Yangon Region,Equipment & Supplies
,Baho,Pabedan,"130/B, 27th St.,  Lower Block,",Yangon Region,Equipment & Supplies
,Ayeyar Nadi,Pabedan,"28, 25th St.,",Yangon Region,Equipment & Supplies
" 01613876, 01617190","Pan Yoma Co.,Ltd.",Hlaing Thar Yar,"266~269, Pabe Khaung Mg Khet St., Shwe Linban Industrial Zone,",Yangon Region,Equipment & Supplies
 0930193154,Nyunt Myittar,Thingangyun,"Than Thu Mar Rd.,Near Thit Sat Win Ah Thin Taik Bus Stop,Kyaikkasan (West) Ward",Yangon Region,Equipment & Supplies
 0943151969,Myo Thant [U],Hlaing Thar Yar,"488/A, Min Boo St., Ward (9),",Yangon Region,Equipment & Supplies
" 0973002265, 09440030136",Nyein Chan Yae Ko Ko,Pabedan,"B Shed, Rm 335, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 0973028233, 09421016162",Mitharsu,Pazundaung,"25/A, Anawrahta Rd.,",Yangon Region,Equipment & Supplies
" 095070933, 01370622 Ext.318",Miba Myittar,Pabedan,"A Shed, Rm 162, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 09786845173, 0973168609, 0973105984, 01577872 [Res], 01370622 Ext.284",Miba Myittar,Pabedan,"A Shed, Rm 393/284/D, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 01387720, 01254229, 01240493 (Res), 01240493 [Res], 01296419 [Res], 01296419 [Res], 0943200652",Mya Thaung [U] & Aye Maung [U] [Family],Pabedan,"23,27th St.,Lower Middle Block",Yangon Region,Equipment & Supplies
 0943031535,Maung Chun [U],Latha,"31, Anawrahta Rd.,",Yangon Region,Equipment & Supplies
 09250259869,Win Naing,Hlaing Thar Yar,"462, Min Boo St., Ward (9),",Yangon Region,Equipment & Supplies
 01243373 Ext.2344,Tun Aung [Ko],Latha,"96, 23rd St., Upper Block,",Yangon Region,Equipment & Supplies
 0936422959,"Siam Brother Myanmar Co.,Ltd.",Pabedan,"36, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 0973093438, 09421127179",Silver Sea,Pabedan,"A Shed, Rm 300, Thein Gyi Market,",Yangon Region,Equipment & Supplies
 0949260879,Soe Myint [Ko],Pazundaung,"73, Rm 5, Anawrahta Rd.,",Yangon Region,Equipment & Supplies
" 01660960, 01650275, 0973107217",Pyaw Bwe Lay Rope Factory Ltd.,Mayangone,"3, Parami Rd., Ward (10),",Yangon Region,Equipment & Supplies
" 01685756, 01660960, 0973107217, 095113028",Pyaw Bwe Lay Rope Factory Ltd.,Hlaing Thar Yar,"137/A, U Tayote Gyi St., Industrial Zone (4),",Yangon Region,Equipment & Supplies
" 01388926, 01226428, 095127146",Pearl,Latha,"28, Sint Oh Dan St., Lower Block,",Yangon Region,Equipment & Supplies
" 01382314, 095169621, 01389718",Sein Byan,Pabedan,"16, Shwe Dagon Pagoda Rd., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 01293721, 01293257, 01397554",Shwe Kabar Kyaw,Pazundaung,"27/B, Anawrahta Rd.,",Yangon Region,Equipment & Supplies
" 09420029257, 095145939, 09242775 Ext.2175",Zaw Min [U],Latha,"E Shed, Rm 82, G Flr, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 0973108268, 01370622 Ext.317",Y  Myint [Ko] & Siblings,Pabedan,"A Shed, Rm 159, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 01242775 Ext.2187, 09254210683",Win Win Myint [Daw],Latha,"E Shed, Rm 37, 1st Flr, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 09420110475, 09420121178",Win Star,Pabedan,"13, 25th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 09785577913, 09785577914, 01377914, 01370530, 09785577915",Golden Palace Enterprises Ltd.,Latha,"32, Latha St., Lower Block,",Yangon Region,Equipment & Supplies
" 09799577694, 01206206 Ext.2066/2067, 09799265150",KMB Pharmaceutical Wholesale & Distribution,Mingalar Taung Nyunt,"Rm B/66/67, 2nd Flr, Shwe Pyae Sone Market,",Yangon Region,Health & Medicine
" 09255949040, 09252931536",Cricent,Kyauktada,"93, Sule Pagoda Rd., Upper Middle Block,",Yangon Region,Equipment & Supplies
 0973145421,Chit Sann Aung,Pabedan,"150, 31st St., Upper Middle Block,",Yangon Region,Equipment & Supplies
" 0973117287, 09420029490, 09252868996",Aung Thukha,North Dagon,"411, Lay Kyun Kyar Khaing St., Ward (41),",Yangon Region,Equipment & Supplies
 09421086887,Thukha,Pabedan,"222~226, 30th St., Upper Block,",Yangon Region,Equipment & Supplies
" 09421041504, 095161064",Swan Yee Thit,Pabedan,"161, 1st Flr, 32nd St., Upper Middle Block,",Yangon Region,Equipment & Supplies
" 095162593, 09796558913",Sein Htay Lwin,Pabedan,"458/460, Rm G/09, 31st St., Upper Middle Block, Ya Thar Condo,",Yangon Region,Equipment & Supplies
" 0973133811, 09256155919",New Wave,Kyauktada,"93, Sule Pagoda Rd., Upper Middle Block,",Yangon Region,Equipment & Supplies
" 01228045, 09448047668, 0942182344",Shiny Star Rubber Stamp,Lanmadaw,"37, 2nd St.,",Yangon Region,Equipment & Supplies
" 09420244511, 09420269278",Nay La,Pabedan,"93, 32nd St., Lower Middle Block,",Yangon Region,Equipment & Supplies
 0973202018,Nyi Nyi [Ko],Pabedan,"162, 32nd St., Upper Middle Block,",Yangon Region,Equipment & Supplies
 019317627,Mahar Tha Kya Muni Pagoda,Kyeemyin Daing,"Kyaung Gyi St., Corner of Bo Thura St.,Oh Bo Ward,",Yangon Region,Religion
 019699763,Mahar Kyein Thitsar Shin Pagoda Gyi,North Okkalapa ,"1135/3, Thu Nandar Rd., Ta Ta Lin Cheik Ward,",Yangon Region,Religion
" 0973130605, 01644860",Kyauk Taw Gyi Pagoda,Insein,"Min Dhama Rd.,Gyoh Gone (East) Ward",Yangon Region,Religion
" 09421085125, 09421086376, 0973178597",Kyaikkalei Pagoda    usdKufuUv^hbk&m;,Mingalardon,"Pyay Rd.,Pyi Daw Thar Ward",Yangon Region,Religion
" 01201764, 01292169",Botahtaung Pagoda,Seik Kan,"Strand Rd.,Ye Yeikthar Ward",Yangon Region,Religion
" 01512343, 01510663",Koe Htat  Kyee Pagoda,Sanchaung,"Bargayar Rd.,Thiri Khaymar Ward",Yangon Region,Religion
" 018564087, 018564029",Kyaikkasan San Taw Shin Pagoda,Thingangyun,"Kyaikkasan Pagoda St.,Corner of Lay Daunt Kan Rd.,(Sa-Lein/Ka) Ward",Yangon Region,Religion
 098617616,Aung Myay Thar Yar Pagoda,Hlaing Thar Yar,"Kyan Sit Thar St., Aung Myay Thar Yar Pagoda, Ward (6),",Yangon Region,Religion
 0973091353,Kyaikkalot Pagoda,Mingalardon,"Pyay Rd.,Pyi Daw Thar Ward",Yangon Region,Religion
" 01547128, 0973015528",108 Taung Mahar Bawdi Swel Taw Shin,Thaketa,"Thalar Waddy St., Corner of Thanlyn Chin Kat Rd.,Ward (10-South),",Yangon Region,Religion
 01547035,Zina Mhan Aung Pagoda,Thaketa,"Myin Taw Thar Rd.,Ward (7-West)",Yangon Region,Religion
" 01371562, 01371563, 01371561",Sule Pagoda,Kyauktada,"Sule Pagoda Rd.,",Yangon Region,Religion
" 01650484, 01664498, 09421118968",Swel Taw Pagoda,Mayangone,"Swel Taw Myat St.,Swel Taw Pagoda Compound,Ward (5)",Yangon Region,Religion
 01661285,Su Taung Pyae Mal La Mu Zayti Taw,North Okkalapa ,"Thu Dhamar Rd.,Near Phone Gyi St. Bus Stop,Ward (2)",Yangon Region,Religion
" 01375767, 01371089",Shwe Dagon Pagoda,Dagon,"Shwe Dagon Pagoda (South Entrance),",Yangon Region,Religion
" 012330640, 09250283285",South Okkalapa Myoh Oo Zedi,South Okkalapa ,"Than Thu Mar Rd.,Okkala Myo Oo Zedi,Ward (14/3)",Yangon Region,Religion
 01584027,Pyi Gyi Chan Thar Mahar Pagoda [Myoh Oo Pagoda],North Dagon,"Pyi Htaung Su Rd.,Near South-North Junction,Ward (16)",Yangon Region,Religion
" 01545772, 095007197",Pyae Wa Chan Thar Su Taung Pyae Hnee Phayar Gyi,Mingalar Taung Nyunt,"Pathein Nyunt 9th St.,Pathein Nyunt Ward",Yangon Region,Religion
" 0973049907, 01249963 [Res], 095095580",Wutt Hmone,Pabedan,"East B Shed, Rm 490, Bogyoke Aung San Market,",Yangon Region,Jewellery
" 0949892325, 098613604, 01556672 [Res]",Ayeyar Nadi,Pabedan,"23, 25th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 09428035168, 01371822 Ext.191, 01370622 Ext.549, 01382600",9999 [U Ba Myint],Pabedan,"A Shed, Rm 32/64, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 01384560, 098625769",Ayeyar Tun,Pabedan,"69, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 01253835, 095098625, 01249845, 0973007786",Maung Aye [Ko] & Sons,Pabedan,"A Shed, Rm 284, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 01241943, 095192475, 0973207064",Lwin,Pabedan,"58, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 0973050676, 09254043319, 09785050676, 01370622 Ext.551",Mate Swe,Pabedan,"A Shed, Rm 49, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 095114752, 0973009490, 098510218",Kyaw Family,Pabedan,"A Shed, Rm 183, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 01256036, 0949307179",Golden Sea,Pabedan,"54, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 095068285, 09975068285",Eisamaing @ Khin Maung Swe,Pabedan,"A Shed, Rm 55, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 095016494, 0973164138, 01382600 Ext.162, 09370622 Ext.162",Myat Noe Thu,Pabedan,"A Shed, Rm 530/538/539, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 01700990, 01387131, 01240600 Ext.4584, 0973020758",Myo Naing [Ko] [Phyar Pone],Pabedan,"A Shed, Rm 282/283/280/172, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 0973009490, 095114752",Maung Maung Kyaw [Ko],Pabedan,"46, Kon Zay Dan St., Lower Middle Block,",Yangon Region,Equipment & Supplies
 0931043348,Maung Naing [Ko],Pabedan,"A Shed, Rm 269, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 09421032585, 01240600 Ext.4803, 01370622 Ext.305/162, 01240915 [Res], 01240600 Ext.4803",Maung Gyi  [U],Pabedan,"A Shed, Rm 541/542, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 01240600 Ext.4830, 01371822 Ext.554, 01370622 Ext.554, 01206439, 095148344",Maung Kyi [U],Pabedan,"A Shed, Rm 166/173, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 01243890, 095003243, 0973151639, 0930209829",Shwe Kalat,Pabedan,"56, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 0931061388, 01370622 Ext.682, 01371822",Shwe Annawah,Pabedan,"A Shed, Rm 60/61, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 098636685, 0973097455, 01385636, 01370622 Ext.315/316/574, 01240600 Ext.4596",Shwe Di Hline,Pabedan,"A Shed, Rm 59/167/168/169, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 0973242865, 01375458, 098578283, 095017676, 098022697",Nyaung Tone Husein Bi,Pabedan,"105, Kon Zay Dan St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 01254757, 0973097416, 0973156262",One Star [S Star],Pabedan,"39/55, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 01251619, 01370622 Ext.177, 01387386, 095113377, 09975508223","Ngapali Trading Co.,Ltd.",Pabedan,"123/125, 26th St., Upper Middle Block,",Yangon Region,Equipment & Supplies
" 01246810, 0932105418, 0949571562, 095160566, 09786673836",Saw Than Htoo,Pabedan,"75, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 01388372, 01240885, 0943051837, 09252882337",Three Star,Pabedan,"70, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 09785041981, 0973157293, 095041981, 01240600 Ext.4585, 01224979 [Res]",Thein Lwin [U],Pabedan,"A Shed, Rm 279, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 095136204, 095143072, 0973020988, 01544602 (Res), 098624651",Tanintharyi,Pabedan,"86, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 09785030426, 0931288379, 095030426, 01242775 Ext.2338",Shwe Ywet Hlay,Pabedan,"63, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 09795388698, 0930250897, 01242775 Ext.2433, 01394133 (Res), 09253674655, 01394658 (Res)",Shwe Pyi Thar [Tin Htwe [Ko]],Pabedan,"68, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 095189502, 095194236, 01370622 Ext.568, 01371822 Ext.568, 01382600 Ext.568",Shwe Tangar Ko Kyaw Thein,Pabedan,"A Shed, Rm 284/C, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 095087881, 0973901120, 01382600 Ext.283, 01372956 [Res]",Soe Moe [Ko],Pabedan,"A Shed, Rm 73, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 095191714, 095197896, 01240600 Ext.4587/4111, 01242775 Ext.2202, 01386962",Shwe Tan Ngar Cho Too Lay,Pabedan,"A Shed, Rm 174/175, Thein Gyi Market,",Yangon Region,Equipment & Supplies
" 01384488, 01377019, 01377170",UKA,Pabedan,"180, Kon Zay Dan St., Upper Middle Block,",Yangon Region,Equipment & Supplies
" 01384132, 09421022065",Triple Five [555],Pabedan,"67, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 095140126, 0943206782, 09250909292",Tun,Pabedan,"85/D, 26th St., Lower Middle Block,",Yangon Region,Equipment & Supplies
" 01240471, 0973244710, 01245171, 0973198387, 098617851",Zaw Naing [Ko] & Family,Pabedan,"133/135, 26th St., Upper Middle Block,",Yangon Region,Equipment & Supplies
 01512147,Aung Myanmar,Hlaing,"584, Dhamar Yon St., Ward (10),",Yangon Region,Equipment & Supplies
" 0931069747, 0973086963","AP [Asia Power Paddy Dryer] [Zaw Minn Win Co.,Ltd.]",South Dagon,"475, Inntaw St., Industrial Zone (2),",Yangon Region,Equipment & Supplies
" 01642012, 01642532, 0973022786",Han Brother,Insein,"4 Shed, Rm 10, Pearl 6th St., Sawbwargyi Gone Warehouses,",Yangon Region,Equipment & Supplies
" 01642570, 01662779, 095002395, 098524232, 0931027672","Chin Dwin Ayeyar [Royal Atlantic Co.,Ltd.]",Insein,"52 Shed,Rm 4/5/6,Nilar 3rd St.,Sawbwargyi Gone Warehouses",Yangon Region,Equipment & Supplies
" 01590960, 095049641, 01202129, 09401646367, 09261417941",Aung Zabu,South Dagon,"D/203, Pazundaung Set Hmu St., Industrial Zone (3),",Yangon Region,Equipment & Supplies
" 09421111388, 0973187771",Hong Jia,Mayangone,"8, Thiri Mon 6th St., Thiri Mon Plaza,",Yangon Region,Equipment & Supplies
" 01703620, 01705996, 01642708, 095156069",Aung Win Family,Insein,"94 Shed, Rm 4, Pearl St., Sawbwargyi Gone Warehouses,",Yangon Region,Equipment & Supplies
" 095190380, 09420052800, 0973056123, 098620461, 096801838",Crocodile Distribution Group,Lanmadaw,"33/35, 8th St., Lower Block,",Yangon Region,Equipment & Supplies
" 095104425, 09777759010, 01389310",Myo Win [Ko],Latha,"146, 22nd St., Upper Block,",Yangon Region,Equipment & Supplies
 01525077,Satake Corporation,Hlaing,"32, 2nd Flr, Pyay Rd., 6  Mile, Ward (11),",Yangon Region,Equipment & Supplies
